616162 	 -17 	 0 	 0 	 0 	 0 	 -282 	 65 	 22
616164 	 -17 	 0 	 0 	 0 	 0 	 -289 	 65 	 9
616168 	 -19 	 0 	 0 	 0 	 0 	 -282 	 65 	 9
616170 	 -20 	 0 	 0 	 0 	 0 	 -282 	 65 	 -12
616172 	 -19 	 0 	 0 	 0 	 0 	 -289 	 65 	 9
616174 	 -19 	 0 	 0 	 0 	 0 	 -295 	 65 	 12
616176 	 -20 	 0 	 0 	 0 	 0 	 -289 	 65 	 43
616178 	 -21 	 0 	 0 	 0 	 0 	 -282 	 65 	 27
616180 	 -17 	 0 	 0 	 0 	 1 	 -282 	 65 	 10
616182 	 -17 	 0 	 0 	 0 	 4 	 -289 	 68 	 15
616184 	 -16 	 0 	 0 	 0 	 3 	 -309 	 67 	 22
616186 	 -16 	 0 	 0 	 0 	 1 	 -309 	 65 	 6
616188 	 -19 	 0 	 0 	 0 	 -1 	 -302 	 64 	 8
616190 	 -20 	 0 	 0 	 0 	 -3 	 -295 	 62 	 10
616192 	 -20 	 0 	 0 	 0 	 -2 	 -289 	 63 	 9
616194 	 -20 	 0 	 0 	 0 	 0 	 -289 	 65 	 18
616196 	 -19 	 0 	 0 	 0 	 2 	 -302 	 66 	 15
616198 	 -19 	 0 	 0 	 0 	 1 	 -289 	 65 	 12
616200 	 -19 	 0 	 0 	 0 	 0 	 -302 	 65 	 7
616202 	 -21 	 0 	 0 	 0 	 0 	 -289 	 65 	 14
616204 	 -20 	 0 	 0 	 0 	 -2 	 -282 	 63 	 22
616206 	 -22 	 0 	 0 	 0 	 0 	 -269 	 65 	 12
616208 	 -21 	 0 	 0 	 0 	 0 	 -269 	 65 	 8
616210 	 -21 	 0 	 0 	 0 	 2 	 -269 	 66 	 2
616212 	 -20 	 0 	 0 	 0 	 3 	 -269 	 67 	 -2
616214 	 -19 	 0 	 0 	 0 	 3 	 -289 	 67 	 -5
616216 	 -20 	 0 	 0 	 0 	 0 	 -289 	 65 	 -10
616218 	 -21 	 0 	 0 	 0 	 -1 	 -262 	 64 	 9
616220 	 -19 	 0 	 0 	 0 	 0 	 -275 	 65 	 10
616222 	 -19 	 0 	 0 	 0 	 2 	 -275 	 66 	 10
616224 	 -17 	 0 	 0 	 0 	 3 	 -275 	 67 	 -3
616226 	 -17 	 0 	 0 	 0 	 1 	 -275 	 65 	 9
616228 	 -17 	 0 	 0 	 0 	 0 	 -275 	 65 	 30
616230 	 -19 	 0 	 0 	 0 	 0 	 -275 	 65 	 4
616232 	 -17 	 0 	 0 	 0 	 0 	 -282 	 65 	 20
616234 	 -17 	 0 	 0 	 0 	 0 	 -282 	 65 	 4
616236 	 -19 	 0 	 0 	 0 	 0 	 -289 	 65 	 -2
616238 	 -19 	 0 	 0 	 0 	 0 	 -269 	 65 	 -2
616240 	 -19 	 0 	 0 	 0 	 0 	 -275 	 65 	 13
616242 	 -19 	 0 	 0 	 0 	 0 	 -269 	 65 	 12
616244 	 -19 	 0 	 0 	 0 	 0 	 -275 	 65 	 5
616246 	 -17 	 0 	 0 	 0 	 1 	 -289 	 65 	 13
616248 	 -19 	 0 	 0 	 0 	 0 	 -289 	 65 	 3
616250 	 -20 	 0 	 0 	 0 	 0 	 -295 	 65 	 21
616252 	 -21 	 0 	 0 	 0 	 -2 	 -282 	 63 	 12
616254 	 -19 	 0 	 0 	 0 	 1 	 -282 	 65 	 4
616256 	 -16 	 0 	 0 	 0 	 3 	 -295 	 67 	 2
616258 	 -19 	 0 	 0 	 0 	 2 	 -282 	 66 	 14
616260 	 -19 	 0 	 0 	 0 	 0 	 -282 	 65 	 5
616262 	 -19 	 0 	 0 	 0 	 -1 	 -295 	 64 	 8
616264 	 -17 	 0 	 0 	 0 	 1 	 -295 	 65 	 17
616266 	 -17 	 0 	 0 	 0 	 1 	 -295 	 65 	 1
616268 	 -17 	 0 	 0 	 0 	 0 	 -295 	 65 	 21
616270 	 -20 	 0 	 0 	 0 	 -1 	 -289 	 64 	 11
616272 	 -20 	 0 	 0 	 0 	 0 	 -275 	 65 	 30
616274 	 -17 	 0 	 0 	 0 	 2 	 -302 	 66 	 2
616276 	 -17 	 0 	 0 	 0 	 2 	 -289 	 66 	 16
